YouTube Playlist Export,,,,,,,,,,
Published Date,Video URL,Channel,Title,Description,,,,,,
9/25/2022 4:06:37 AM,https://www.youtube.com/watch?v=CLdeykXCZX4,Eve,?????? - Eve MV,"Eve - ""Last Dance"" Music Video NEW ? TV??? ?術??0P 『??奇譚』???????／?????? LINK：https://tf.lnk.to/kaikaikitan ? Eve New Album 「???」 2019.02.06 IN STORES web：http://eveofficial-otogi.com/ ?iTunes https://itunes.apple.com/jp/album/1449549681?l=ja&ls=1&app=itunes ?Apple Music https://itunes.apple.com/jp/artist/1080967231 ?Spotify https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf ? CD -??????? -????????? -??????? -?????? 他、含?全11曲?? ? DVD(初回限定盤) - Animation -??????? -????????? -??????? -?????? ～otogi tour 2019～ 3月25日（月）???Hatch (OSAKA) 3月28日（木）DIAMOND HALL (NAGOYA) 4月29日（月?祝）Zepp DiverCity (TOKYO) ※""???"" 先行申????????封入(初回限定版?通常版) Eve HP：http://eveofficial.com/ twitter：https://twitter.com/oO0Eve0Oo youtube channel：https://goo.gl/jiNQkz mail：oo0eve0oo@yahoo.co.jp Music / Vocal：Eve Arrange：Numa Animation：Mah Assist：Waboku, Eve, Satomi Tena 歌詞 ?????? ???蔓延?摩天? 君?確??芽?摘???? ??????全?奪?攫??? 僕???曲??? ???違?　嫌?????? 滑稽???嗤???? 上品?言葉 ?????待??焦??足??? ??? 知??絞??　??? 欲???? ???????? ????言?? 消耗品? ???私?　??考???? ?????　????? 踊?????????? 辛??纏?? 少年少女 憂??晴??? ?????患者 誰?何者?????? 真意?知??最期?????? 舌?乾???話??? ?勢?張??　自分?失?? ?言?吐?? 幻???? 馬鹿????　宙?舞?? ????? ????????? 純??透明?少年?? 感情?魔?差???????? 思?出??思?出??考??? 辿?????????? ????言?? 本??意? 世界?片隅?考???? 冷????　???? 溶???????????? 孤??知??才能人? 明日?選?? ??????患者 ????僕?????? 指?咥?? 泣???無???? ????? 最終列車?待?? ??????????? ???居????????? 今全??飲????????? 遠?????? ???幸?????? 痛?? 痛?? 全部知????? ????言?? 消耗品? ???私?　??考???? ?????　????? 踊?????????? 辛??纏?? 少年少女 憂??晴??? ?????患者 誰?何者?????? 真意?知??最期?????? 舌?乾???話??? ???僕?逸話???? 今不確??笑??浮???? 誰?知?????物語?今 君?話???",,,,,,
9/25/2022 4:06:47 AM,https://www.youtube.com/watch?v=WPl10ZrhCtk,?????,????? / ?魔?子 (????????Ver.) | Ai Higuchi “Akuma no Ko” Anime Special Ver.,"????? @AiHiguchiOfficial / ?魔?子 (????????Ver.)公開！ Ai Higuchi “Akuma no Ko” Anime Special Ver. Director 　Motohiro Ishii (Ray) Producer Masako Yoshikawa (Ray) ????? / ?魔?子【Official Video】｜Ai Higuchi""Akuma no Ko”Attack on Titan The Final Season Part 2 ED theme https://youtu.be/N4F3bjlL_H4 ????? / ?魔?子【Official Live Video】｜Ai Higuchi""Akuma no Ko” (Live at EX THEATER ROPPONGI,2022.3.11) https://youtu.be/eLBhEn8PwA8 ????? - ?魔?子 / THE FIRST TAKE https://youtu.be/bOLYBRRpRsU ??Ending Theme ?????「?魔?子」 ／Ai Higuchi ‘Akuma no Ko’ (TV???「進??巨人」The Final Season Part 2 ?????????) 歌?作詞?作曲：?????／ Vo. & Words & Music：Ai Higuchi 編曲：兼松 ?／Arrange：Shu Kanematsu ??DL & Streaming https://lnk.to/akumanoko ??DL only (include TV size Ver. & Instrumental) 2022年1月24日(月)配信 DL?用配信???? 「?魔?子」 1.?魔?子 2.?????大地 3.?魔?子 TV size Ver. 4.?魔?子(Instrumental) 5.?魔?子 TV size Ver.(Instrumental) https://lnk.to/akumanoko_DL ??New Album 2022.3.2 out 3月2日(水)???? ????? ???????「最?最愛」 LISTEN/DL https://lnk.to/saiakusaiai CD https://lnk.to/higuchiai_CD 【初回生?限定】描?下?????????仕?(作?：MAPPA) & LIVE DVD付 ??????????????????? ?????「?魔?子」歌詞 ???? 正義?証明 貫?? 英雄?近??? ??目?閉?? 触????? 同?形 同?体???魔 僕???? ???????? ???壁????????? 生??????? 運命嘆?? 僕????? 自由????? 鳥???? 羽???? ??????行???? ??場所? ???? ???????行??? ????生????嫌? 世界??酷? ????君?愛?? ????牲???? ????君?守?? 間違?????? 疑?????? 正???? 自分??? 強?信????? ??雨? 降?散?情景 ????中 映??見???? ????? 愚??凶暴 ?係?? 知?????話 ??????? ???憎?? ???持? ??????理由 ?明??? ???????? 僕????? 矛盾?????? ??言葉? ????? 本??意味?伝???? 信???? ??目?開?? 触??世界?? ????生????嫌? 世界??酷? ????君?愛?? ????牲???? ????君?守?? 選??人?影 捨?????屍 ?????? 自分?中 育????魔?子 正義?裏 ?牲?中 心???魔?子 ??????????????????? Ai Higuchi ‘Akuma no Ko’ lyrics An iron bullet is proof of justice. Whenever I shot I became closer to the hero. If you close your eyes and touch it, The evil who has the same body and the same temperature. Am I not good enough and is he better for you? There was just a wall. Don’t cry about the destiny we were born with. Cause we are all free. If we have wings like birds, We could go anywhere. If we don’t have a place to return to, We might not be able to go anywhere. I don’t want to just live. This world is cruel but I still love you. Even if I sacrifice everything, I will protect you. Even if this is a mistake, I don’t doubt it. What is right is believing in myself strongly. The scene of the rain of iron falling. It was on the TV, which looks like a movie. War is a stupid violence. It’s the story of an unrelated and unknown country. Then why do I hate him, The reason why I can’t hide my dark feelings, I can’t even explain why. How come we are full of contradictions? Once this word is translated, The real meaning won’t be understood. What I believe is, when opening your eyes, Only the world you touch. I don’t want to just live. This world is cruel but I still love you. Even if I sacrifice everything, I will protect you. The shadow of the person whom I chose, the corpse of what I threw. I noticed that what is growing inside me is the child of evil. Behind justice, inside of sacrifice, there is a child of evil inside my heart. ??????????????????? TV???「進??巨人」The Final Season Part 2 ●NHK?合??、?週日曜日24:05～放送中！ ●dTV、d??????、GYAO!、Netflix、TELASA、???TV、U-NEXT、Amazon Prime Video??、?週月曜日12:00～?時配信中！ Attack on Titan Final Season Part 2 Confirmed to Air from January 9th (JST) ??????????????????? 進??巨人 / Attack on Titan Website https://shingeki.tv/final/ Twitter https://twitter.com/anime_shingeki Instagram https://www.instagram.com/anime_shingeki_official/ TikTok https://www.tiktok.com/@shingeki_anime_official ????? / Ai Higuchi Website https://www.higuchiai.com/ YouTube https://www.youtube.com/@AiHiguchiOfficial Music https://lnk.to/AiHiguchi Facebook https://www.facebook.com/AiHiguchiOfficial YouTube https://www.youtube.com/c/aihiguchiofficial Twitter https://twitter.com/HiguchiAi Instagram https://www.instagram.com/higuchiai.1128/ ?諫山創?講談社／「進??巨人」The Final Season製作委員? #進??巨人 #AttackonTitan #AOT",,,,,,
9/25/2022 4:06:54 AM,https://www.youtube.com/watch?v=hm1na9R2uYA,King Gnu official YouTube channel,King Gnu - 一途,"「一途」????????/?????????? https://VA.lnk.to/3dH51JAY 一途 作詞/作曲：常田大希 編曲：King Gnu 最期???一度 強?抱???? ??後??? 何?要???? 僕?未?? 過去?何??? ???????? 後悔?無?? 生???証刻?? 悴?心震??? 天秤???必要??? 矛盾???惑??? 正義???? ???????程 生?急???? ??????? ???神?? 身勝手??? ??役???? 厭???? 矛盾??? ?互??? 不幸話?背比? 首?皮一枚 ??際? 足????? 白???? ?????想?? ?????血?巡??? 一途?見???? 理由???必要?無?? ??理由?知??? 愛?体??????? 正???振??????? 事??理由??????? 鼓動?止????? 喧??薪?焚??? 帳?張?事?? 無???????? ???世?期待? 光?閃?猛????? 一途?向???? 余力?????無?? 　 ?????血?巡??? 一途?愛??? 永遠???必要?無?? 最期???一度 強?抱???? ??後??? 何?要???? 見???未?? 消??過去??? ???????? 後悔???? 最期???一度 力?貸?? ??後??? 何?要???? 僕?未??心?体? ???????? 全部全部 NEW SINGLE 「一途／逆夢」　2021年12月29日 ON SALE ◎Blu-ray Disc付 初回生?限定盤　4,950?（??）BVCL 1194 / 1195 ◎期間生?限定盤　1,980?（??）BVCL 1197 ◎通常盤　1,100?（??）BVCL 1196 【CD??曲】 01. 一途 ※『劇場版 ?術?? 0』主題歌 02. 逆夢 【初回生?限定盤 Bonus Blu-ray Disc】 King Gnu Live Tour 2020 AW “CEREMONY” November 25th, 2020 at NIPPON BUDOKAN CD???????購入???? https://va.lnk.to/gaEuD5 【MUSIC VIDEO CREDIT】 Director : Taichi Kimura Director of Photography : Tomoyuki Kawakami 1st Camera Assistant : Kohei Shimazu Lighting Director : Koshiro Ueno 1st Lighting Assistant : Shohei Nakagawa Drone Operator : EUREKA Stylist : Shohei Kashima Hair & Make-up : TAKAI Set Designer : Yui Miyamori Set Designer Assistant : Haruka Kumeno, Tamami Tukahara LED Vision & Stage : Kusaka Shinji(TELMIC), Yamazaki Mineo(TELMIC), Kumada Yuiko(TELMIC), Matsumoto Ken(YAMAMORI) Art Director & LED Motion Design : Takaihiro Yasuda LED Motion Design : Ryuichi Ono Online Editor : Yuto Umega Colorlist : Karol Cybulski(CHEAT) Post Production Producer : Thea Dagnaud(CHEAT), Shinichiro Ohira Producer : Taro Mikami, Wataru Watanabe Production Manager : Ryosuke Hirano, Miki Sakurai, Rei Sakai, Rina Waki Production Support : Yohei Fuji, Leo Youlagi, Hinata Ishihara,Taiki Yamata, Ippei “Troy” Fukuda, Production : CEKAI #KingGnu #?術?? #Jujutsukaisen",,,,,,
9/25/2022 4:07:05 AM,https://www.youtube.com/watch?v=gsT6eKsnT0M,THE FIRST TAKE,DISH// (北村匠海) - ? / THE FIRST TAKE,"「THE FIRST TAKE」?、一?撮??????????鮮明?切?取?YouTube?????。 “音???、何?。一?撮??、向?合?。” 第32回?、若?世代?中心?人??集??DISH//??Vo.Gt.北村匠海?登場。 ?????????????????作詞作曲????????「?」?、???????日????事前??????????????????????披露??。 STREAMING&DOWNLOAD:https://lnk.to/XWUOz ■DISH// OFFICIAL Web site: https://dish-web.com/ Instagram: https://www.instagram.com/dish__official/ Twitter: https://twitter.com/dish_info/ TikTok: https://www.tiktok.com/@dish_official YouTube: https://www.youtube.com/channel/UCU6KkThusZwJccr_FQV9kvg ■「THE FIRST TAKE」OFFICIAL Web site: https://www.thefirsttake.jp/ Instagram: https://www.instagram.com/the_firsttake/ Twitter: https://twitter.com/The_FirstTake TikTok: https://www.tiktok.com/@the_first_take THE FIRST TIMES: https://www.thefirsttimes.jp/ ■RULES 白??????置???一本????。 ??????????一?。 一?撮??????????????。 A microphone and a white studio. And 1 rule. You’ve got 1 TAKE. ■STATEMENT ??????自分?。 ??????音??。 一度??????。 THE FIRST TAKE ??????世界?。 Your Music. Your Everything. All in this one take. THE FIRST TAKE Less Filter, More Music. THE FIRST TAKE is a YouTube Channel dedicated to shooting musicians and singers performing in a single take. “WHAT IS MUSIC. Capturing the essence. In one take only.” Episode 32 will give vocalist and guitarist Takumi Kitamura from DISH//, the band with high popularity from young generations. He will give the love song ""Neko (Cat)"", written and composed by the singer-songwriter AIMYON, with the pre-recorded acoustic performance by members. CREDITS ? Creative Director / Art Director: Keisuke Shimizu Art Director: Kana Takarada Copywriter: Hiroshi Yamazaki Director of Photography: Kazuki Nagayama Producer: Kentaro Kinoshita Production Manager: Hinako Arifuku #THEFIRSTTAKE #DISH// #?",,,,,,
9/25/2022 4:07:22 AM,https://www.youtube.com/watch?v=Z2Z9V-4DMGw,THE FIRST TAKE,milet×Aimer×幾田?? - ???? (produced by Vaundy) / THE FIRST TAKE,"「THE FIRST TAKE」?、一?撮??????????鮮明?切?取?YouTube?????。 ONE TAKE ONLY, ONE LIFE ONLY. 一?撮??、音??向?合?。 第178回?、?表?際?話題????THE FIRST TAKE MUSIC??????????????? milet×Aimer×幾田???登場。 現役大?生????????????????Vaundy?手掛??「????」?一?撮??披露??。 本?曲?、大切?人?身近?愛?歌???曲??????、??出??????????????愛?溢???????????????。 STREAMING & DOWNLOAD：https://lnk.to/omokage ■Podcast公開中 milet×Aimer×幾田?? / THE FIRST TAKE MUSIC (Podcast) https://youtu.be/NiKLkYUnMUo ????完全?????????WF-1000XM4 ■詳細???? https://www.sony.jp/headphone/special/WF-1000XM4/ ■milet SNS Official Site：https://www.milet.jp/ Twitter：https://twitter.com/milet_music Instagram：https://www.instagram.com/milet_music/ Official YouTube Channel：https://www.youtube.com/c/miletOfficialYouTubeChannel ■Aimer SNS Official Site：https://www.aimer-web.jp/ Twitter：https://twitter.com/Aimer_and_staff Official YouTube Channel：https://www.youtube.com/user/aimerSMEJ ■幾田?? SNS Twitter：https://twitter.com/ikutalilas Instagram：https://www.instagram.com/lilasikuta/ Official YouTube Channel：https://www.youtube.com/channel/UCztEY6czNyJKjRWMwuur9bg ■「THE FIRST TAKE」SNS Official site：https://www.thefirsttake.jp/ Instagram：https://www.instagram.com/the_firsttake/ Twitter：https://twitter.com/The_FirstTake Tiktok：https://www.tiktok.com/@the_first_take THE FIRST TIMES : https://www.thefirsttimes.jp/ ? 白??????置???一本????。 ??????????一?。 一?撮??????????????。 ??以外?、何??????。 一度???????、何???????????。 一?撮??、音??向?合?。 THE FIRST TAKE A microphone and a white studio. And 1 rule. You’ve got 1 TAKE. Perform anything you like. Show us everything you’ve got for that 1 moment. ONE TAKE ONLY, ONE LIFE ONLY. THE FIRST TAKE Episode 178 welcomes milet, Aimer, and Lilas Ikuta bringing us the collaborative performance present by THE FIRST TAKE MUSIC. 1 TAKE performance of ‘Omokage,’ a song written specifically for THE FIRST TAKE by the young and talented artist/musician Vaundy. Enjoy the performance of the three next-generation JPOP divas singing the joyful and heartwarming tune, only on THE FIRST TAKE. CREDITS ? Director / Creative Director: Keisuke Shimizu Art Director: Kana Takarada Director of Photography: Kazuki Nagayama Lighting Director: Kazuhide Toya Copywriter: Hiroshi Yamazaki Producer: Kentaro Kinoshita #THEFIRSTTAKE #milet #Aimer #幾田?? #Vaundy",,,,,,
9/25/2022 4:07:35 AM,https://www.youtube.com/watch?v=GSuselwRqcE,鈴木愛理,鈴木愛理『?????手上?』(Music Video) TV???「?????告????-???????????-」ED主題歌,"“??、?????手上??態???????????????完成！！” TV???『?????告????-???????????-』?、????累計1,700万突破??大????????第三期???作品。第二期?OP曲??????鈴木雅之?「DADDY ! DADDY ! DO ! feat. 鈴木愛理」???????????加?????、第三期??、鈴木愛理?????????主題歌???。 作曲?水野良樹（???????/HIROBA）、作詞??高橋久美子（ex.????????）、本間昭光????????????、超強力?布陣?制作???、何??????80’s?????感?????倒的?振?切????????????????「?????手上?」完成！！ 鈴木愛理 「?????手上?」 作詞：高橋久美子　作曲：水野良樹　編曲：本間昭光 TV???「?????告????-???????????-」??????主題歌 2022.4.22 Streaming/Download Start： https://erj.lnk.to/cDxUvf 2022.6.1 CD Release [期間生?限定盤]ESCL 5660-61 / ￥1,800（??） [通常盤]ESCL 5659 / ￥1,200（??） CD reserved：https://erj.lnk.to/aihuJq ■鈴木愛理 Links Official Site：https://www.airisuzuki-officialweb.com/ Official Instagram：https://www.instagram.com/airisuzuki_official_uf/ Official Twitter：https://twitter.com/airimania Official Staff Twitter：https://twitter.com/airimania_staff Official Blog：https://ameblo.jp/airisuzuki-officialblog ■TV???「?????告????-???????????-」Links 公式???：https://kaguya.love/ 公式Twitter：@anime_kaguya　https://twitter.com/anime_kaguya",,,,,,
9/25/2022 4:07:45 AM,https://www.youtube.com/watch?v=766qmHTc2ro,美波,美波「?????、」MV,"美波「?????、」MV Minami -「 Amewomatsu、」 作詞?作曲：美波 Words & Music: Minami ANIMATION：syo5 2021.7.21(WED) 美波 New CD「DROP」?? Minami's New CD ""DROP"" will be released July 21, 2021 (Wed) . Streaming platforms→https://www.373official.com/pages/5010500/page_202106092252 CD SHOP→https://warnermusicjapan.lnk.to/DROP Overseas sales→https://www.cdjapan.co.jp/person/700823407 Vocal & Electric Guitar: Minami Electric Guitar: Takumi Otsuka Strings Arrangement & Piano: Taro Makido Bass: Shige Murata Drums: Takashi Kashikura Strings: Anzu Suhara Strings Musical Director & Mixing Engineer: Yoshio Tamamura Recording Engineer: Masahiro Tamoto Mastering Engineer: Brian Lucey Management: Water Reflection Label A&R: Kazuhito Toyonaga Instrumental Technician: Koji Watanabe",,,,,,
9/25/2022 4:07:55 AM,https://www.youtube.com/watch?v=pZRgzq3-k64,,Deleted video,This video is unavailable.,,,,,,
9/25/2022 4:08:02 AM,https://www.youtube.com/watch?v=CMMU3G0N_lc,oOREMEMBEROo,「 星野源 - 喜劇」SPY x FAMILY 間諜家家酒ED 片尾曲【中日歌詞】,SPY x FAMILY 間諜家家酒 星野 源 - 喜劇 Artist:星野源 Vocal:星野源 Official MV: https://www.youtube.com/watch?v=D_Oyplmhhv0 關於中文翻譯: 榎宮?? 已授權 https://home.gamer.com.tw/homeindex.php?owner=s41134154 https://home.gamer.com.tw/artwork.php?sn=5429864 數位/Digital release: https://jvcmusic.lnk.to/kigeki 實體版CD/Physic CD: none Official Twitter/官方推特: https://twitter.com/gen_senden Official Website/官方網站: https://www.hoshinogen.com/ 歌詞/Lyrics: https://twitter.com/gen_senden/status/1512082835372666883 背景/wallpaper: https://twitter.com/SpyFamilyManga/status/1258396980809805826?s=09&fbclid=IwAR1iQs4SbhZT3wSiegAf9ETld8QaNmKuz5tLl-_iD5IvdIoW3vWIM6eXuno 版權聲明 我不握有任何音樂所有權 只做為推廣用途 音樂所有版權為原始創作者所有-請支持正版- 本頻道並沒有營利，別問了qq 單純興趣 Copyright Info: Be aware this channel is for promotion purpose only without any illegal profit. All music's ownership belongs to the original creators. Please support the original creator.,,,,,,
9/25/2022 4:08:11 AM,https://www.youtube.com/watch?v=IgMLr_cM_WE,U_??,【MAD】????? /Steins;Gate 0 【?????????? ??】,【MAD】????? /Steins;Gate 0 【?????????? ??】 ???、非常?????????????…素晴???????… 制作??MAD↓ My Hero Academia https://youtu.be/BkyMTy-aaAY Fate/Apocrypha https://youtu.be/yJ7autLHKHA Darling in the franxx https://youtu.be/7_aH4LDOAPg Heaven's Feel https://youtu.be/K16x1gMw-F8 Rezero https://youtu.be/1O_T_eEYg5s #SteinsGate #???? #?????? #?????????? #MAD #Kinemaster 2021/10/25 追記: 100万再生???????????！,,,,,,
9/25/2022 4:08:18 AM,https://www.youtube.com/watch?v=IhJQf5BItcE,Anime Spectrum,Steins Gate 0 OST [Ep8 ED] - 'LYRA' by Zwei,"""Lyra""?Is an ending theme song of the?Steins;Gate 0?visual novel. It is appeared at the end of the?eighth episode?of?Steins;Gate 0 anime series. It was written by Chiyomaru Shikura, and composed and arranged by Kousuke Ooshima, with vocals by duo band Zwei. Published by 5pb. Records?and distributed by?KADOKAWA. It was first released as a single album on November 25, 2015.",,,,,,
9/25/2022 4:08:26 AM,https://www.youtube.com/watch?v=arOmXIT3HBA,許庭瀚,《名探偵???：迷宮的十字路》主題曲(中日字幕)：倉木麻衣 Time after time ～花舞?街?～,曲名: 《迷?的十字路》主題曲：Time after time ～花舞?街?～ （Time After Time 櫻花飛舞的街） 歌： 倉木麻衣 作?：倉木麻衣　作曲：大野愛果 編曲：Cybersound ???君?巡?逢??? 二度?君?手?離??? 春?終?告??花御堂 霞?花　一枚 蘇?　思?出?歌 ??胸?今?優?? Time after time 君?出逢??奇跡 緩???風吹?街? ???手???　????道 今?忘???約束 風?君???聞??? 薄??返?　遠?記憶 傷付?怖??知??　誓?? ???????場所? 巡?逢??　薄紅色? 季節???日?　笑?? Time after time ???　花舞?街? 散????????????? ??日?同?　?????景色? ????　待????? 風舞?花???　水面?撫????? 大切?想???　切??… 人?皆孤??言???? 探?????????　誰?? 儚??????????? 追?求????? Time after time 君?色??街? 出逢???　??約束????? 誰??????　傷付????君? ??????今度?　???,,,,,,
9/25/2022 4:08:32 AM,https://www.youtube.com/watch?v=gB3gUq5A1W0,amazarashi Official YouTube Channel,amazarashi『境界線』Music Video,"amazarashi 「境界線」 2021．11.17　Release. https://smar.lnk.to/kLPo24 DEGITAL 「境界線」10月10日　配信 https://smar.lnk.to/kLPo24 TV???「８６??????????」第2???OP???曲 境界線 ???風景??目?映??　星????最後?瞬? 諦?、???今????野暮?　夜?暗?　誰?明???持??? 誰?知???　名付?????　僕??火花?　少?照????? 干????土　焦??瓦礫　確??笑??君?日? 境界線?向??側?　忘????終??定?　??知???? 屈服?????許??????　?????友?　己?心? 存在意義??????自分以外　例??君　????? ??距離???　微????火?　僕?希望???呼???????? ???風景見???????　泣????塞??泣?? 「向???怖?」????????　???伝播???響?人?刺?? 善良?粗暴?容易????　??一??紛???正義? ????姿??????　???時代?守??? 境界線?向??側?　打??????　悲嘆?暮??　????尚 自分偽????咎??????　故???像?　己?心? 存在意義??????自分以外　例??君　????? ??距離???　微????火?　僕?希望???呼???????? 薄情?決??　選?取??無謀?　屈??敗北?　妥協??選?肢? ???????得????　昨日?恨??? 次??選???　僕?許??僕?　今日? 境界線?向??側?　足??人?　嘆?人?　目?????　 沈??????選??????　僕??共犯者　人?????? 存在????????自分?中　個??宿?銘??色 胸?抱????　微????火?　最後?星空?　???似????? ＜完全生?限定盤＞ ?CD＋Blu-ray? ?格：5,000＋Tax / 品番：AICL-4136～7 https://smar.lnk.to/l4kQQk CD(DISC1)　 １．境界線 ２．鴉?白鳥 ３．少年少女 Blu-ray(DISC2) amazarashi 10th anniversary live「APOLOGIES 雨天決行」 1. 拒否???? 2. ????刺?? 3. 世界?解像度 4. 14? 5. 令和二年 6. 爆??作?方 7. ???映??看板?下? 8. 馬鹿?????終?? 9. 曇天 10. 命?????? 11. 空?歌?? 12. 雨男 13. 未??????????夜? ＜期間限定生?盤＞（86盤） [CD＋DVD] ?格：￥1,500＋Tax / 品番：AICL-4138～9 https://smar.lnk.to/kLPo24 CD(DISC1)　 １．境界線 ２．鴉?白鳥 ３．少年少女 DVD(DISC2)　 境界線　MUSIC VIDEO 2.「８６??????????」第2???OP??????? MOVIE Creative producer:Yuya Mimasu Producer:Shota Kawano(Pyramid Film Inc.) Assistant Director:Shimon Yamamoto(Pyramid Film Inc.) ＜Real part＞ Illustration Producer:Mizuki Watanabe(VIC.inc) Illustrator:KYUKONIGO Motion Design:Tetsuji Ono(UZURA.inc) ＜Game part＞ Animation Director:Yoshiki Imazu Character Design:Akino Fukuji Animator:Yoshiki Imazu/Akino Fukuji/Mayu Sasaki BG:Yoshiki Imazu Graphic Design:Tetsuji Ono(UZURA.inc) Sound Effect:Naoyuki Chikatani Directed by YKBX",,,,,,
9/25/2022 4:08:42 AM,https://www.youtube.com/watch?v=cAnqEND85Nk,fripSide - Topic,dual existence,Provided to YouTube by massenext dual existence · fripSide dual existence ? NBCUniversal Entertainment. Released on: 2020-08-19 Lyricist: 八木沼悟志 Composer: 八木沼悟志 Arranger: 八木沼悟志 Auto-generated by YouTube.,,,,,,
9/25/2022 4:08:50 AM,https://www.youtube.com/watch?v=yWp6SXivHBQ,??????? ?????,TV???『?????告????-???????????-』第5話??????映像?「My Nonfiction」,"TV???『?????告????-???????????-』第5話?????????放送???、「My Nonfiction」?映像?期間限定?公開！ 「My Nonfiction」 歌：白銀御行（CV:古川慎）&藤原千花（CV:小原好美） 作詞：?????? 作曲：???????PARKGOLF 編曲：PARKGOLF 音源?5月10日? 0時??配信開始！ https://anxmusic.lnk.to/LqaR7l ???????????????????：Vynz Allen ""Vercreek"" Lopez ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ 第3期 「?????告????-???????????-」?週金曜24時??TOKYO MX,BS11????放送中！ 原作????1700万部突破！ 全方向?話題?????、????????????第3期再?始動！ ?ON AIR ■TOKYO MX、BS11、群馬???、?????? 4月8日??　?週金曜日24時00分～ ■ＭＢS 4月9日??　?週土曜日26時38分～ ■ＲＫＢ 4月9日??　?週土曜日26時00分～ ■ＴｅＮＹ 4月9日??　?週土曜日25時55分～ ■ABEMA 4月8日??　?週金曜日24時00分～ ※地上波同時配信 ※放送日時?編成?都合等????更???場合??????。予??了承????。 ????? 原作：赤???（集英社「週刊???????」連載） 監督：?山 守 ????構成：中西???? ??????????：八尋裕子 ?作?監督：矢向宏志　川上哲也　晶貴孝二 ????????：木藤貴之 美術監督：若林里紗 美術設定：松本浩樹、平義樹? 色彩設計：?????? 色彩設計補佐：村上彩夏 CG監督：栗林裕紀 撮影監督：岡?正春 編集：松原理? 音?：羽岡 佳 音響監督：明田川 仁 制作：A-1 Pictures 製作：?????告????製作委員? ?????　 四宮???：古賀 葵 白銀御行：古川 慎 藤原千花：小原好美 石上 優：鈴木崚汰 伊井野??：富田美憂　 早? 愛：花守??? 柏木 渚：麻倉?? 大????：日高里菜　 田沼　翼：八代 拓 四??妃：市??加那 子安???：福原? ??????：青山 ?　　 ?? ?主題歌 ??????：鈴木雅之 feat. ??「GIRI GIRI」 ?????? ：鈴木愛理「?????手上?」 ?????????? 秀才???集?????校?秀知院?園 ??生徒??出???副?長?四宮????生徒?長?白銀御行 誰???似合???認??2人?天才?、 ???結??????思??? 高????????邪魔??告白??????!! “如何???相手?告白????” ????愛頭???知略??????????2人? 各?、心??????決心?固??…… 秀知院高等部?文化祭“奉心祭”?最終日???、 2人??愛模??大??動?出?事?!? ??天才??????!!新感?“頭??”？ ????????????????、再?始動!! ?公式???：https://kaguya.love/ ?公式Twitter：@anime_kaguya　https://twitter.com/anime_kaguya #????　#古賀葵　#古川慎　#小原好美　#鈴木崚汰　#富田美憂 #鈴木雅之　#??　#鈴木愛理",,,,,,
9/25/2022 4:08:59 AM,https://www.youtube.com/watch?v=V6Lwltc-Kxo,二乃是天千棘是宇宙！！！,派對咖孔明 OP 「????????」完整版 By QUEENDOM,[本影片無意侵犯版權] (??動???著作??侵害??意???????) (This video has no intention of infringing copyright) ?*copyright* For copyright issues、please send us an email to a3516115@gmail.com I will cancle the video as soon as possible!! (All music belongs to the oringinal creators) Send your subtitles : a3516115@gmail.com ?*著作?* 著作?問題?????、a3516115@ gmail.com?????送?????? ????早???????????????!! ※本頻道未開啟營利功能，如有廣告皆為YT置入,,,,,,
9/25/2022 4:09:06 AM,https://www.youtube.com/watch?v=6cgQ76eEYAU,avex,島谷??? / 「Destiny -太陽?花-」【OFFICIAL MV FULL SIZE】,島谷????、?告???全曲??放題【AWA/無料】 曲?????????、?外?????。 無料?体????https://mf.awa.fm/2ycfLOV http://avex.jp/shimatani/index.html 15周年???記念!!??????BEST ALBUM『15th Anniversary SUPER BEST』????記念!! 2nd SG「解放?」???A面、???????曲等、??全??MV???????一?大量放出!! ＜＜2006年6月21日?? 22nd????「Destiny -太陽?花-」＞＞,,,,,,
